rank,dataset_index,true_label,predicted_label,cat_similarity,dog_similarity,cat_dog_margin,is_true_cat
8319,2244,truck,truck,0.184801,0.199248,-0.014447,False
8320,2240,truck,truck,0.184799,0.215664,-0.030864,False
8321,5763,truck,truck,0.184797,0.194867,-0.010069,False
8322,2471,ship,ship,0.184783,0.193298,-0.008516,False
8323,3825,airplane,airplane,0.184771,0.201763,-0.016992,False
8324,2143,truck,truck,0.184751,0.201099,-0.016347,False
8325,331,truck,truck,0.184751,0.205740,-0.020989,False
8326,5896,ship,automobile,0.184750,0.199127,-0.014377,False
8327,711,ship,ship,0.184729,0.199715,-0.014986,False
8328,2553,ship,ship,0.184727,0.193363,-0.008635,False
8329,47,truck,ship,0.184722,0.194073,-0.009351,False
8330,8303,ship,ship,0.184721,0.195174,-0.010453,False
8331,1285,truck,truck,0.184714,0.200651,-0.015937,False
8332,3678,automobile,automobile,0.184703,0.199091,-0.014389,False
8333,8366,automobile,automobile,0.184701,0.209149,-0.024448,False
8334,4250,automobile,automobile,0.184691,0.201244,-0.016553,False
8335,2574,ship,ship,0.184690,0.198925,-0.014235,False
8336,5378,automobile,automobile,0.184673,0.194851,-0.010177,False
8337,6052,ship,ship,0.184672,0.187055,-0.002384,False
8338,9298,automobile,automobile,0.184670,0.199698,-0.015028,False
8339,4694,horse,horse,0.184652,0.206931,-0.022279,False
8340,4341,automobile,automobile,0.184649,0.199987,-0.015338,False
8341,960,truck,truck,0.184639,0.208242,-0.023603,False
8342,3166,truck,automobile,0.184635,0.191454,-0.006819,False
8343,5970,automobile,automobile,0.184613,0.196086,-0.011474,False
8344,3086,truck,truck,0.184608,0.197812,-0.013204,False
8345,4842,bird,bird,0.184606,0.198566,-0.013960,False
8346,5667,automobile,automobile,0.184591,0.201751,-0.017159,False
8347,3021,ship,ship,0.184588,0.187549,-0.002961,False
8348,8725,ship,ship,0.184580,0.204096,-0.019516,False
8349,7844,truck,truck,0.184567,0.189214,-0.004648,False
8350,611,truck,truck,0.184556,0.193785,-0.009229,False
8351,3683,ship,ship,0.184553,0.199289,-0.014736,False
8352,3081,truck,truck,0.184551,0.204806,-0.020255,False
8353,767,airplane,airplane,0.184548,0.204145,-0.019597,False
8354,6806,automobile,automobile,0.184526,0.209871,-0.025345,False
8355,3838,automobile,automobile,0.184524,0.209390,-0.024866,False
8356,5765,truck,truck,0.184494,0.197551,-0.013057,False
8357,752,truck,truck,0.184479,0.209806,-0.025327,False
8358,7387,automobile,automobile,0.184474,0.207606,-0.023132,False
8359,3165,automobile,automobile,0.184466,0.194033,-0.009567,False
8360,3955,airplane,airplane,0.184461,0.189712,-0.005251,False
8361,1322,airplane,airplane,0.184447,0.210842,-0.026395,False
8362,1335,automobile,automobile,0.184442,0.199001,-0.014560,False
8363,2793,truck,truck,0.184439,0.187861,-0.003422,False
8364,8872,ship,automobile,0.184438,0.207906,-0.023468,False
8365,175,truck,truck,0.184435,0.195764,-0.011328,False
8366,9347,ship,ship,0.184432,0.199357,-0.014925,False
8367,5627,truck,truck,0.184427,0.194303,-0.009876,False
8368,2667,automobile,automobile,0.184422,0.197132,-0.012711,False
8369,8463,automobile,automobile,0.184413,0.200345,-0.015932,False
8370,3958,truck,truck,0.184406,0.203614,-0.019208,False
8371,1691,ship,ship,0.184401,0.193791,-0.009390,False
8372,8394,horse,horse,0.184397,0.203128,-0.018731,False
8373,1266,airplane,airplane,0.184397,0.197597,-0.013200,False
8374,2546,ship,ship,0.184394,0.213769,-0.029375,False
8375,8214,automobile,automobile,0.184391,0.189867,-0.005475,False
8376,408,ship,ship,0.184381,0.193268,-0.008887,False
8377,9345,automobile,truck,0.184365,0.199536,-0.015171,False
8378,165,deer,horse,0.184351,0.213763,-0.029412,False
8379,8854,deer,ship,0.184346,0.195848,-0.011502,False
8380,7017,automobile,automobile,0.184336,0.208096,-0.023760,False
8381,8197,airplane,airplane,0.184331,0.204126,-0.019795,False
8382,2439,automobile,automobile,0.184326,0.201975,-0.017649,False
8383,844,automobile,automobile,0.184322,0.196523,-0.012202,False
8384,3699,truck,truck,0.184316,0.189972,-0.005656,False
8385,5783,automobile,automobile,0.184309,0.212089,-0.027780,False
8386,4067,automobile,automobile,0.184305,0.193472,-0.009167,False
8387,7406,horse,horse,0.184300,0.197136,-0.012837,False
8388,8165,automobile,automobile,0.184294,0.197957,-0.013662,False
8389,6058,automobile,automobile,0.184282,0.192844,-0.008562,False
8390,276,airplane,airplane,0.184278,0.195976,-0.011698,False
8391,4145,ship,ship,0.184272,0.194872,-0.010601,False
8392,8345,truck,truck,0.184266,0.210456,-0.026189,False
8393,9559,automobile,automobile,0.184266,0.201506,-0.017239,False
8394,1834,truck,truck,0.184265,0.192991,-0.008726,False
8395,1697,truck,truck,0.184263,0.188845,-0.004581,False
8396,2446,truck,truck,0.184263,0.193587,-0.009324,False
8397,6286,ship,ship,0.184261,0.197470,-0.013209,False
8398,967,truck,truck,0.184244,0.194964,-0.010720,False
8399,7156,automobile,automobile,0.184241,0.200461,-0.016220,False
8400,4185,horse,horse,0.184241,0.209380,-0.025139,False
8401,9650,ship,ship,0.184240,0.189544,-0.005304,False
8402,6846,truck,truck,0.184237,0.191333,-0.007096,False
8403,1970,automobile,automobile,0.184234,0.203865,-0.019632,False
8404,7448,truck,truck,0.184234,0.198663,-0.014429,False
8405,1077,airplane,airplane,0.184232,0.205336,-0.021104,False
8406,9232,automobile,automobile,0.184226,0.193102,-0.008876,False
8407,4296,ship,ship,0.184225,0.188364,-0.004140,False
8408,1315,deer,deer,0.184219,0.209703,-0.025484,False
8409,9713,ship,ship,0.184208,0.200896,-0.016688,False
8410,6015,airplane,airplane,0.184197,0.194637,-0.010439,False
8411,8976,horse,horse,0.184190,0.211107,-0.026916,False
8412,8287,ship,ship,0.184182,0.188995,-0.004813,False
8413,5527,horse,horse,0.184146,0.204399,-0.020253,False
8414,6831,ship,ship,0.184144,0.207926,-0.023782,False
8415,352,airplane,airplane,0.184101,0.193502,-0.009401,False
8416,7501,truck,truck,0.184096,0.200539,-0.016444,False
8417,738,automobile,automobile,0.184056,0.197584,-0.013529,False
8418,3531,ship,ship,0.184043,0.194881,-0.010838,False
8419,1897,ship,ship,0.184030,0.208906,-0.024876,False
8420,5432,truck,truck,0.184026,0.199726,-0.015701,False
8421,3585,ship,ship,0.184026,0.192618,-0.008592,False
8422,5952,truck,truck,0.184019,0.199241,-0.015221,False
8423,404,ship,ship,0.184018,0.206416,-0.022397,False
8424,8837,automobile,automobile,0.184008,0.188787,-0.004779,False
8425,1018,airplane,airplane,0.183988,0.199083,-0.015094,False
8426,8896,ship,ship,0.183971,0.189233,-0.005262,False
8427,3020,automobile,automobile,0.183967,0.197433,-0.013465,False
8428,6736,deer,deer,0.183949,0.202641,-0.018692,False
8429,3520,automobile,automobile,0.183946,0.198328,-0.014382,False
8430,6684,ship,ship,0.183943,0.195888,-0.011945,False
8431,5623,ship,ship,0.183932,0.189780,-0.005848,False
8432,2876,truck,truck,0.183931,0.193726,-0.009795,False
8433,3619,automobile,automobile,0.183928,0.199577,-0.015650,False
8434,886,airplane,airplane,0.183927,0.197036,-0.013108,False
8435,8482,automobile,automobile,0.183927,0.204288,-0.020362,False
8436,5190,airplane,airplane,0.183923,0.202239,-0.018316,False
8437,9128,deer,deer,0.183920,0.222428,-0.038507,False
8438,938,truck,truck,0.183916,0.209940,-0.026025,False
8439,1113,ship,ship,0.183902,0.183701,0.000201,False
8440,9182,airplane,airplane,0.183899,0.196586,-0.012687,False
8441,1155,truck,truck,0.183897,0.193757,-0.009859,False
8442,2866,truck,truck,0.183896,0.192415,-0.008519,False
8443,7394,automobile,automobile,0.183895,0.197626,-0.013732,False
8444,3702,automobile,automobile,0.183890,0.195368,-0.011478,False
8445,6484,ship,ship,0.183881,0.184536,-0.000655,False
8446,5916,truck,truck,0.183872,0.200557,-0.016685,False
8447,5456,automobile,automobile,0.183863,0.196384,-0.012522,False
8448,3410,deer,deer,0.183858,0.205350,-0.021491,False
8449,949,ship,ship,0.183855,0.199796,-0.015941,False
8450,4979,truck,truck,0.183842,0.197053,-0.013212,False
8451,3722,horse,horse,0.183841,0.205820,-0.021979,False
8452,6010,automobile,automobile,0.183837,0.193979,-0.010142,False
8453,7577,automobile,automobile,0.183808,0.203519,-0.019711,False
8454,2603,airplane,airplane,0.183794,0.193252,-0.009459,False
8455,7630,truck,truck,0.183792,0.199750,-0.015958,False
8456,9931,airplane,airplane,0.183791,0.208406,-0.024615,False
8457,6509,truck,truck,0.183785,0.196858,-0.013072,False
8458,1930,automobile,automobile,0.183784,0.186168,-0.002383,False
8459,5772,truck,truck,0.183781,0.201212,-0.017432,False
8460,8825,airplane,airplane,0.183759,0.208366,-0.024607,False
8461,3289,ship,ship,0.183748,0.188852,-0.005105,False
8462,7043,frog,bird,0.183745,0.197800,-0.014055,False
8463,8717,ship,ship,0.183733,0.212554,-0.028820,False
8464,289,truck,truck,0.183732,0.185078,-0.001346,False
8465,3449,automobile,automobile,0.183729,0.201415,-0.017686,False
8466,3904,automobile,automobile,0.183716,0.201384,-0.017668,False
8467,4340,airplane,airplane,0.183714,0.196059,-0.012345,False
8468,7701,airplane,airplane,0.183702,0.205331,-0.021629,False
8469,9332,truck,truck,0.183700,0.190821,-0.007121,False
8470,8615,truck,truck,0.183690,0.200743,-0.017053,False
8471,4298,truck,truck,0.183682,0.194528,-0.010846,False
8472,6491,airplane,airplane,0.183679,0.206963,-0.023284,False
8473,1293,deer,deer,0.183658,0.206567,-0.022909,False
8474,4930,automobile,automobile,0.183654,0.189252,-0.005597,False
8475,7115,airplane,airplane,0.183651,0.205418,-0.021767,False
8476,2541,automobile,automobile,0.183644,0.196567,-0.012923,False
8477,6080,automobile,automobile,0.183631,0.208003,-0.024371,False
8478,1465,truck,truck,0.183628,0.189743,-0.006115,False
8479,5166,truck,ship,0.183627,0.196408,-0.012782,False
8480,1059,ship,ship,0.183622,0.189648,-0.006026,False
8481,1712,airplane,airplane,0.183608,0.193817,-0.010208,False
8482,443,truck,truck,0.183602,0.202615,-0.019013,False
8483,8318,bird,bird,0.183600,0.196743,-0.013143,False
8484,5662,ship,ship,0.183599,0.214704,-0.031105,False
8485,3812,truck,truck,0.183595,0.197873,-0.014278,False
8486,4703,deer,deer,0.183595,0.219466,-0.035872,False
8487,2821,airplane,airplane,0.183594,0.194951,-0.011356,False
8488,6810,ship,ship,0.183573,0.192708,-0.009135,False
8489,1311,ship,ship,0.183572,0.180566,0.003006,False
8490,7103,airplane,airplane,0.183569,0.213064,-0.029496,False
8491,6937,ship,ship,0.183557,0.189057,-0.005500,False
8492,7247,ship,ship,0.183556,0.199839,-0.016284,False
8493,1164,ship,ship,0.183554,0.191256,-0.007702,False
8494,2438,automobile,automobile,0.183553,0.206603,-0.023050,False
8495,2153,ship,ship,0.183551,0.188859,-0.005308,False
8496,5360,truck,truck,0.183538,0.188708,-0.005170,False
8497,3807,ship,ship,0.183510,0.191118,-0.007608,False
8498,6347,airplane,airplane,0.183503,0.199186,-0.015684,False
8499,1881,truck,truck,0.183498,0.186434,-0.002936,False
8500,9538,ship,ship,0.183490,0.196112,-0.012622,False
8501,7510,ship,ship,0.183486,0.181189,0.002298,False
8502,4040,airplane,airplane,0.183482,0.212701,-0.029219,False
8503,8048,airplane,airplane,0.183476,0.203629,-0.020153,False
8504,1643,truck,truck,0.183474,0.208986,-0.025512,False
8505,3112,airplane,airplane,0.183470,0.201747,-0.018277,False
8506,9803,automobile,automobile,0.183445,0.201730,-0.018285,False
8507,6181,ship,ship,0.183440,0.183566,-0.000125,False
8508,7418,ship,ship,0.183406,0.192802,-0.009396,False
8509,2527,ship,ship,0.183404,0.179141,0.004263,False
8510,8704,ship,ship,0.183402,0.193181,-0.009780,False
8511,5202,truck,truck,0.183401,0.188623,-0.005222,False
8512,4256,ship,ship,0.183401,0.187694,-0.004293,False
8513,8217,truck,truck,0.183397,0.205096,-0.021699,False
8514,8406,truck,truck,0.183395,0.217486,-0.034091,False
8515,6637,truck,truck,0.183391,0.211802,-0.028411,False
8516,8945,automobile,automobile,0.183383,0.184777,-0.001394,False
8517,9811,automobile,automobile,0.183382,0.202943,-0.019561,False
8518,7522,truck,truck,0.183381,0.198526,-0.015145,False
8519,3501,truck,truck,0.183371,0.195227,-0.011856,False
8520,3511,airplane,airplane,0.183362,0.196968,-0.013606,False
8521,5000,horse,horse,0.183345,0.196375,-0.013030,False
8522,4201,automobile,automobile,0.183341,0.202651,-0.019310,False
8523,9948,ship,truck,0.183338,0.205638,-0.022300,False
8524,5056,automobile,automobile,0.183334,0.199060,-0.015727,False
8525,9067,truck,truck,0.183325,0.200458,-0.017133,False
8526,3077,automobile,automobile,0.183316,0.203743,-0.020427,False
8527,7603,truck,truck,0.183303,0.209149,-0.025846,False
8528,3162,automobile,automobile,0.183292,0.202847,-0.019554,False
8529,3747,truck,truck,0.183257,0.194421,-0.011163,False
8530,482,ship,ship,0.183257,0.205609,-0.022353,False
8531,4233,truck,truck,0.183256,0.193219,-0.009962,False
8532,6579,truck,truck,0.183236,0.195412,-0.012176,False
8533,7030,ship,ship,0.183232,0.195439,-0.012207,False
8534,8694,airplane,airplane,0.183227,0.203530,-0.020303,False
8535,595,deer,deer,0.183222,0.224736,-0.041513,False
8536,4475,automobile,automobile,0.183211,0.196453,-0.013242,False
8537,5663,ship,ship,0.183203,0.187473,-0.004270,False
8538,1747,automobile,automobile,0.183198,0.201501,-0.018303,False
8539,4991,airplane,airplane,0.183190,0.194628,-0.011438,False
8540,1060,truck,truck,0.183186,0.193439,-0.010253,False
8541,6424,ship,ship,0.183175,0.213106,-0.029931,False
8542,4937,airplane,airplane,0.183172,0.184260,-0.001089,False
8543,4695,ship,ship,0.183154,0.199434,-0.016280,False
8544,5877,truck,truck,0.183142,0.199598,-0.016456,False
8545,9797,automobile,automobile,0.183133,0.194735,-0.011601,False
8546,9312,truck,truck,0.183127,0.193883,-0.010757,False
8547,1011,ship,ship,0.183119,0.192833,-0.009714,False
8548,851,truck,truck,0.183104,0.194398,-0.011294,False
8549,626,truck,truck,0.183099,0.198563,-0.015463,False
8550,9413,airplane,airplane,0.183097,0.210207,-0.027110,False
8551,613,ship,ship,0.183094,0.184215,-0.001121,False
8552,5618,airplane,airplane,0.183092,0.192933,-0.009841,False
8553,4128,automobile,automobile,0.183085,0.186302,-0.003217,False
8554,2468,airplane,airplane,0.183076,0.203111,-0.020035,False
8555,406,airplane,airplane,0.183063,0.193227,-0.010164,False
8556,6082,airplane,airplane,0.183057,0.202354,-0.019297,False
8557,847,airplane,airplane,0.183054,0.213869,-0.030815,False
8558,3450,truck,truck,0.183054,0.210381,-0.027327,False
8559,5067,truck,truck,0.183053,0.191061,-0.008007,False
8560,5904,horse,horse,0.183051,0.203054,-0.020003,False
8561,281,airplane,airplane,0.183023,0.205694,-0.022671,False
8562,8259,ship,ship,0.183017,0.187662,-0.004645,False
8563,1473,horse,horse,0.183016,0.201075,-0.018058,False
8564,8537,airplane,bird,0.183010,0.183247,-0.000237,False
8565,8226,ship,ship,0.183002,0.200691,-0.017689,False
8566,8234,ship,ship,0.183001,0.189039,-0.006038,False
8567,1510,ship,ship,0.182999,0.196408,-0.013410,False
8568,8546,ship,ship,0.182993,0.206659,-0.023667,False
8569,8686,truck,truck,0.182992,0.197397,-0.014404,False
8570,6485,truck,truck,0.182992,0.205703,-0.022711,False
8571,6991,automobile,automobile,0.182992,0.197388,-0.014397,False
8572,1471,ship,ship,0.182992,0.198489,-0.015498,False
8573,4347,ship,ship,0.182991,0.192810,-0.009818,False
8574,3153,automobile,automobile,0.182989,0.194153,-0.011164,False
8575,524,airplane,airplane,0.182988,0.193395,-0.010407,False
8576,9382,truck,truck,0.182988,0.193501,-0.010513,False
8577,5470,automobile,automobile,0.182973,0.190075,-0.007102,False
8578,462,automobile,automobile,0.182971,0.200171,-0.017200,False
8579,4557,airplane,airplane,0.182967,0.207611,-0.024643,False
8580,1507,bird,bird,0.182962,0.209779,-0.026817,False
8581,9907,automobile,automobile,0.182947,0.202735,-0.019788,False
8582,3078,ship,ship,0.182943,0.177442,0.005501,False
8583,9619,ship,ship,0.182928,0.192758,-0.009831,False
8584,7948,automobile,truck,0.182913,0.212055,-0.029141,False
8585,4884,deer,deer,0.182910,0.209731,-0.026821,False
8586,5248,truck,truck,0.182909,0.190834,-0.007925,False
8587,5302,airplane,airplane,0.182886,0.189450,-0.006564,False
8588,2813,automobile,automobile,0.182880,0.196237,-0.013356,False
8589,6473,truck,truck,0.182880,0.199584,-0.016704,False
8590,4166,automobile,automobile,0.182876,0.188881,-0.006004,False
8591,124,ship,ship,0.182876,0.197387,-0.014511,False
8592,3055,truck,truck,0.182852,0.205963,-0.023110,False
8593,2665,automobile,automobile,0.182834,0.206280,-0.023447,False
8594,8065,truck,truck,0.182817,0.190587,-0.007770,False
8595,9841,airplane,airplane,0.182809,0.205545,-0.022736,False
8596,6926,horse,horse,0.182803,0.219752,-0.036949,False
8597,9197,automobile,automobile,0.182795,0.184424,-0.001628,False
8598,3718,ship,ship,0.182794,0.194836,-0.012042,False
8599,969,truck,truck,0.182787,0.200293,-0.017506,False
8600,5055,airplane,airplane,0.182755,0.206297,-0.023542,False
8601,6279,automobile,automobile,0.182747,0.186043,-0.003296,False
8602,7790,ship,ship,0.182746,0.182134,0.000612,False
8603,8888,ship,ship,0.182740,0.187188,-0.004447,False
8604,8246,ship,ship,0.182731,0.189064,-0.006333,False
8605,1469,horse,horse,0.182699,0.203335,-0.020636,False
8606,1903,airplane,airplane,0.182685,0.185889,-0.003204,False
8607,2571,truck,truck,0.182685,0.194301,-0.011616,False
8608,5127,automobile,automobile,0.182683,0.195091,-0.012407,False
8609,2907,truck,truck,0.182682,0.201686,-0.019004,False
8610,2086,automobile,automobile,0.182680,0.204234,-0.021554,False
8611,5891,airplane,airplane,0.182667,0.213156,-0.030490,False
8612,5720,truck,truck,0.182662,0.203892,-0.021230,False
8613,622,automobile,automobile,0.182652,0.197651,-0.014999,False
8614,8034,truck,automobile,0.182650,0.181370,0.001280,False
8615,8044,truck,ship,0.182633,0.198841,-0.016208,False
8616,7903,automobile,automobile,0.182631,0.192212,-0.009581,False
8617,4664,horse,horse,0.182622,0.202039,-0.019418,False
8618,7682,ship,ship,0.182609,0.201014,-0.018405,False
8619,4468,truck,automobile,0.182583,0.193387,-0.010804,False
8620,1839,horse,horse,0.182582,0.202398,-0.019815,False
8621,5061,automobile,automobile,0.182574,0.197765,-0.015191,False
8622,6999,ship,ship,0.182557,0.186536,-0.003979,False
8623,4981,automobile,automobile,0.182549,0.194025,-0.011476,False
8624,2164,automobile,automobile,0.182545,0.192668,-0.010123,False
8625,9459,airplane,airplane,0.182538,0.192643,-0.010105,False
8626,7904,automobile,automobile,0.182528,0.193028,-0.010500,False
8627,6759,automobile,truck,0.182523,0.207611,-0.025088,False
8628,577,truck,truck,0.182518,0.211335,-0.028818,False
8629,940,truck,truck,0.182517,0.200030,-0.017514,False
8630,9510,automobile,automobile,0.182511,0.201734,-0.019223,False
8631,645,automobile,automobile,0.182510,0.202900,-0.020390,False
8632,1406,truck,truck,0.182483,0.207170,-0.024687,False
8633,1734,truck,truck,0.182482,0.201255,-0.018774,False
8634,5938,truck,truck,0.182474,0.199726,-0.017252,False
8635,1548,dog,ship,0.182448,0.210538,-0.028090,False
8636,5542,truck,truck,0.182446,0.192659,-0.010213,False
8637,2014,ship,ship,0.182444,0.195910,-0.013466,False
8638,4037,airplane,airplane,0.182437,0.208718,-0.026282,False
8639,7473,automobile,automobile,0.182436,0.194292,-0.011856,False
8640,9418,ship,ship,0.182427,0.191771,-0.009344,False
8641,4455,ship,ship,0.182427,0.194201,-0.011774,False
8642,4992,automobile,automobile,0.182410,0.187834,-0.005425,False
8643,2223,ship,ship,0.182408,0.198335,-0.015927,False
8644,1776,airplane,airplane,0.182405,0.181892,0.000513,False
8645,8091,horse,horse,0.182399,0.202760,-0.020361,False
8646,6176,truck,truck,0.182398,0.187666,-0.005267,False
8647,9246,cat,horse,0.182394,0.192637,-0.010243,True
8648,3547,truck,truck,0.182393,0.188766,-0.006373,False
8649,440,automobile,automobile,0.182389,0.204325,-0.021936,False
8650,5509,horse,horse,0.182371,0.199396,-0.017024,False
8651,5500,ship,ship,0.182371,0.191658,-0.009287,False
8652,7382,truck,truck,0.182363,0.197664,-0.015301,False
8653,4719,truck,truck,0.182356,0.196969,-0.014614,False
8654,7913,ship,truck,0.182341,0.199953,-0.017612,False
8655,7350,truck,truck,0.182335,0.196898,-0.014563,False
8656,7826,truck,truck,0.182331,0.189371,-0.007039,False
8657,9590,airplane,airplane,0.182326,0.207633,-0.025308,False
8658,6285,ship,ship,0.182309,0.184634,-0.002325,False
8659,9875,truck,truck,0.182302,0.192823,-0.010520,False
8660,4720,ship,airplane,0.182294,0.188142,-0.005847,False
8661,1203,airplane,airplane,0.182294,0.195273,-0.012979,False
8662,2503,ship,ship,0.182292,0.192266,-0.009974,False
8663,3942,automobile,automobile,0.182286,0.208511,-0.026225,False
8664,3126,truck,truck,0.182279,0.188126,-0.005847,False
8665,28,truck,truck,0.182274,0.193085,-0.010811,False
8666,3764,automobile,automobile,0.182268,0.195953,-0.013685,False
8667,6470,automobile,automobile,0.182262,0.185807,-0.003544,False
8668,9133,truck,truck,0.182256,0.196680,-0.014424,False
8669,3583,automobile,automobile,0.182253,0.209360,-0.027107,False
8670,8468,frog,frog,0.182240,0.188112,-0.005871,False
8671,2009,automobile,automobile,0.182237,0.189193,-0.006956,False
8672,1742,ship,ship,0.182227,0.187860,-0.005633,False
8673,3138,ship,ship,0.182217,0.181076,0.001142,False
8674,8162,truck,truck,0.182210,0.199150,-0.016940,False
8675,6716,ship,ship,0.182195,0.188351,-0.006155,False
8676,9857,airplane,ship,0.182194,0.192700,-0.010507,False
8677,5538,horse,horse,0.182170,0.199374,-0.017204,False
8678,7055,ship,ship,0.182168,0.213994,-0.031826,False
8679,7100,truck,truck,0.182159,0.203296,-0.021138,False
8680,171,truck,truck,0.182153,0.185564,-0.003410,False
8681,2911,automobile,automobile,0.182152,0.196333,-0.014181,False
8682,8880,automobile,automobile,0.182151,0.198578,-0.016427,False
8683,2008,truck,truck,0.182148,0.185738,-0.003590,False
8684,4336,truck,truck,0.182139,0.191567,-0.009428,False
8685,3690,truck,truck,0.182137,0.205684,-0.023548,False
8686,8138,automobile,automobile,0.182132,0.204555,-0.022423,False
8687,3270,ship,ship,0.182129,0.192088,-0.009959,False
8688,6090,automobile,automobile,0.182126,0.196834,-0.014707,False
8689,2217,ship,ship,0.182122,0.169966,0.012157,False
8690,7198,truck,truck,0.182110,0.198648,-0.016538,False
8691,1288,automobile,automobile,0.182110,0.205698,-0.023589,False
8692,1068,truck,truck,0.182107,0.194895,-0.012788,False
8693,5418,ship,ship,0.182104,0.201713,-0.019609,False
8694,362,ship,ship,0.182096,0.190556,-0.008461,False
8695,9470,truck,truck,0.182094,0.195598,-0.013504,False
8696,5790,truck,truck,0.182080,0.196565,-0.014485,False
8697,8083,truck,truck,0.182079,0.198592,-0.016513,False
8698,5300,truck,truck,0.182079,0.188393,-0.006315,False
8699,7072,ship,ship,0.182061,0.176906,0.005156,False
8700,192,airplane,airplane,0.182058,0.210110,-0.028053,False
8701,6125,ship,ship,0.182057,0.189669,-0.007613,False
8702,8127,truck,truck,0.182024,0.192850,-0.010825,False
8703,7642,truck,truck,0.182021,0.199665,-0.017644,False
8704,6752,truck,truck,0.182016,0.195600,-0.013584,False
8705,8877,truck,truck,0.182014,0.190367,-0.008352,False
8706,8585,truck,truck,0.182014,0.197869,-0.015856,False
8707,375,horse,horse,0.181990,0.193495,-0.011505,False
8708,5594,truck,truck,0.181989,0.190708,-0.008719,False
8709,7347,airplane,airplane,0.181988,0.203114,-0.021126,False
8710,8325,ship,ship,0.181984,0.192419,-0.010435,False
8711,7049,bird,bird,0.181984,0.186391,-0.004407,False
8712,2369,automobile,automobile,0.181970,0.192227,-0.010257,False
8713,2946,truck,truck,0.181970,0.198865,-0.016896,False
8714,3684,truck,truck,0.181954,0.191862,-0.009908,False
8715,8000,truck,truck,0.181952,0.196812,-0.014860,False
8716,519,ship,ship,0.181949,0.205448,-0.023498,False
8717,9667,truck,truck,0.181947,0.195660,-0.013713,False
8718,9476,ship,ship,0.181933,0.187462,-0.005530,False
8719,4602,automobile,automobile,0.181929,0.195811,-0.013882,False
8720,6,automobile,automobile,0.181922,0.195196,-0.013274,False
8721,383,truck,truck,0.181915,0.201188,-0.019273,False
8722,6728,automobile,automobile,0.181913,0.194124,-0.012212,False
8723,2947,automobile,automobile,0.181907,0.191846,-0.009939,False
8724,9421,automobile,truck,0.181905,0.190350,-0.008445,False
8725,5457,ship,ship,0.181897,0.190219,-0.008322,False
8726,1255,deer,horse,0.181897,0.218324,-0.036428,False
8727,9045,airplane,bird,0.181892,0.191188,-0.009296,False
8728,4239,deer,deer,0.181888,0.202432,-0.020544,False
8729,2837,ship,ship,0.181887,0.187224,-0.005337,False
8730,4658,automobile,automobile,0.181886,0.192213,-0.010327,False
8731,3412,airplane,airplane,0.181863,0.191862,-0.009999,False
8732,1780,horse,horse,0.181826,0.207356,-0.025531,False
8733,9868,truck,truck,0.181799,0.197492,-0.015693,False
8734,3152,automobile,automobile,0.181772,0.201893,-0.020120,False
8735,9449,truck,truck,0.181766,0.205385,-0.023619,False
8736,4831,automobile,automobile,0.181757,0.198859,-0.017102,False
8737,5078,ship,ship,0.181756,0.211802,-0.030046,False
8738,2360,horse,horse,0.181755,0.201717,-0.019963,False
8739,9817,truck,truck,0.181748,0.193736,-0.011988,False
8740,9552,truck,truck,0.181727,0.191057,-0.009330,False
8741,285,truck,truck,0.181706,0.191512,-0.009806,False
8742,1067,airplane,airplane,0.181693,0.184936,-0.003242,False
8743,5718,automobile,automobile,0.181685,0.194247,-0.012562,False
8744,4875,automobile,automobile,0.181682,0.188577,-0.006895,False
8745,5409,automobile,automobile,0.181675,0.191944,-0.010269,False
8746,5259,airplane,airplane,0.181673,0.191395,-0.009721,False
8747,6472,automobile,automobile,0.181672,0.205418,-0.023747,False
8748,8596,automobile,automobile,0.181670,0.192801,-0.011131,False
8749,4851,truck,truck,0.181668,0.194928,-0.013260,False
8750,9888,airplane,ship,0.181667,0.193889,-0.012223,False
8751,9291,ship,airplane,0.181659,0.201246,-0.019587,False
8752,185,ship,ship,0.181656,0.183549,-0.001893,False
8753,5347,automobile,automobile,0.181652,0.201517,-0.019864,False
8754,9371,ship,ship,0.181646,0.183622,-0.001975,False
8755,9696,automobile,automobile,0.181644,0.191305,-0.009661,False
8756,4123,airplane,airplane,0.181644,0.187388,-0.005745,False
8757,5610,ship,ship,0.181631,0.185657,-0.004025,False
8758,1913,truck,truck,0.181627,0.205996,-0.024369,False
8759,2245,ship,ship,0.181609,0.199084,-0.017475,False
8760,4825,horse,horse,0.181600,0.206039,-0.024438,False
8761,8255,truck,truck,0.181592,0.194812,-0.013220,False
8762,2357,automobile,automobile,0.181591,0.204514,-0.022924,False
8763,8194,automobile,automobile,0.181586,0.194417,-0.012830,False
8764,7786,truck,truck,0.181583,0.193743,-0.012160,False
8765,7580,ship,ship,0.181579,0.181773,-0.000194,False
8766,7808,ship,ship,0.181574,0.199776,-0.018202,False
8767,507,truck,truck,0.181568,0.192059,-0.010491,False
8768,11,truck,truck,0.181564,0.198999,-0.017435,False
8769,6603,truck,truck,0.181561,0.196853,-0.015291,False
8770,9115,ship,ship,0.181550,0.190534,-0.008985,False
8771,7943,automobile,automobile,0.181548,0.199546,-0.017998,False
8772,8910,automobile,automobile,0.181527,0.194361,-0.012834,False
8773,5358,automobile,automobile,0.181525,0.201993,-0.020468,False
